snapshot_date,id,namespace,name,provider,downloads,verified,source,published_at,latest_version,description
2026-07-13,Azure/avm-res-containerservice-managedcluster/azurerm/0.6.7,Azure,avm-res-containerservice-managedcluster,azurerm,455762,True,https://github.com/Azure/terraform-azurerm-avm-res-containerservice-managedcluster,2026-06-24T17:45:04.102918Z,0.6.7,
2026-07-13,Azure/avm-res-network-dnsresolver/azurerm/0.8.0,Azure,avm-res-network-dnsresolver,azurerm,450807,True,https://github.com/Azure/terraform-azurerm-avm-res-network-dnsresolver,2025-07-15T05:49:16.850737Z,0.8.0,Terraform Azure Verified Resource Module for DNS Resolver
2026-07-13,Azure/avm-ptn-alz/azurerm/0.21.0,Azure,avm-ptn-alz,azurerm,448787,True,https://github.com/Azure/terraform-azurerm-avm-ptn-alz,2026-05-27T09:52:29.438172Z,0.21.0,
2026-07-13,Azure/avm-res-insights-component/azurerm/0.4.0,Azure,avm-res-insights-component,azurerm,435734,True,https://github.com/Azure/terraform-azurerm-avm-res-insights-component,2026-05-21T15:45:54.591712Z,0.4.0,
2026-07-13,Azure/avm-res-authorization-roleassignment/azurerm/0.3.1,Azure,avm-res-authorization-roleassignment,azurerm,429130,True,https://github.com/Azure/terraform-azurerm-avm-res-authorization-roleassignment,2026-07-13T08:18:35.75911Z,0.3.1,
2026-07-13,claranet/subnet/azurerm/8.1.4,claranet,subnet,azurerm,425117,False,https://github.com/claranet/terraform-azurerm-subnet,2026-06-02T14:29:03.080035Z,8.1.4,Terraform module for Azure virtual networks subnets
2026-07-13,Azure/avm-ptn-network-private-link-private-dns-zones/azurerm/0.23.2,Azure,avm-ptn-network-private-link-private-dns-zones,azurerm,390165,True,https://github.com/Azure/terraform-azurerm-avm-ptn-network-private-link-private-dns-zones,2026-06-08T15:27:32.53748Z,0.23.2,
2026-07-13,Azure/avm-res-documentdb-databaseaccount/azurerm/0.10.0,Azure,avm-res-documentdb-databaseaccount,azurerm,367373,True,https://github.com/Azure/terraform-azurerm-avm-res-documentdb-databaseaccount,2025-08-04T00:25:58.908031Z,0.10.0,Terraform Azure Verified Resource Module for CosmosDB Database Account
2026-07-13,Azure/avm-res-web-serverfarm/azurerm/2.0.7,Azure,avm-res-web-serverfarm,azurerm,357279,True,https://github.com/Azure/terraform-azurerm-avm-res-web-serverfarm,2026-06-23T14:39:02.399426Z,2.0.7,
2026-07-13,claranet/keyvault/azurerm/8.2.2,claranet,keyvault,azurerm,347867,False,https://github.com/claranet/terraform-azurerm-keyvault,2026-06-02T14:14:04.401828Z,8.2.2,Terraform module composition (feature) for Azure KeyVault
2026-07-13,Azure/avm-res-sql-server/azurerm/0.2.1,Azure,avm-res-sql-server,azurerm,346971,True,https://github.com/Azure/terraform-azurerm-avm-res-sql-server,2026-05-07T16:20:30.317948Z,0.2.1,
2026-07-13,Azure/avm-res-dbforpostgresql-flexibleserver/azurerm/0.2.3,Azure,avm-res-dbforpostgresql-flexibleserver,azurerm,337881,True,https://github.com/Azure/terraform-azurerm-avm-res-dbforpostgresql-flexibleserver,2026-06-24T03:42:42.814421Z,0.2.3,
2026-07-13,Azure/avm-ptn-alz-management/azurerm/0.9.0,Azure,avm-ptn-alz-management,azurerm,335322,True,https://github.com/Azure/terraform-azurerm-avm-ptn-alz-management,2025-09-05T14:02:36.144865Z,0.9.0,Terraform Azure Verified Pattern Module for ALZ Management
2026-07-13,Azure/avm-res-network-ddosprotectionplan/azurerm/0.3.0,Azure,avm-res-network-ddosprotectionplan,azurerm,327254,True,https://github.com/Azure/terraform-azurerm-avm-res-network-ddosprotectionplan,2025-01-19T14:08:18.275545Z,0.3.0,DDoS protection plan Azure Verified Module
